"p_id","program","comments","date_added","url","status","term","us_or_international","gpa","gre","gre_v","gre_aw","degree"
1961,"Florida State University, Physics","NA","2025-04-08","https://www.thegradcafe.com/result/984098","Rejected on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1962,"Columbia University, Film and Media Studies","waitlisted 3.19, accepted 4.7","2025-04-08","https://www.thegradcafe.com/result/984097","Accepted on 7 Apr","Fall 2025","International","3.8",NULL,NULL,NULL,"Masters"
1963,"The University of Texas at Austin, Aerospace Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984096","Rejected on 8 Apr","Fall 2025","International","3.59","322",NULL,NULL,"PhD"
1964,"University of Cambridge, Economics and Data Science","NA","2025-04-08","https://www.thegradcafe.com/result/984095","Wait listed on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
1965,"New York University, Social Work","Applied on February 7.","2025-04-08","https://www.thegradcafe.com/result/984094","Accepted on 8 Apr","Fall 2025","American","3.66",NULL,NULL,NULL,"Masters"
1966,"University of Arizona, Geosciences","NA","2025-04-08","https://www.thegradcafe.com/result/984093","Rejected on 8 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
1967,"University of Louisiana at Lafayette, Mathematics","I received a comparatively large email that stated all the details about freezing the GTA's. Perhaps I'm on the waiting list. Anyone got the same email? Please Connect.","2025-04-08","https://www.thegradcafe.com/result/984092","Wait listed on 5 Apr","Fall 2025","International","3.89",NULL,NULL,NULL,"PhD"
1968,"Ecole Polytechnique Federale De Lausanne (EPFL), Civil Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984091","Rejected on 8 Apr","Fall 2025","International","3.6",NULL,NULL,NULL,"Masters"
1969,"University of Florida, Astronomy","Email to check the portal. Well, that's 8/8 rejections. Time to figure out what I need to do in the next year for the next cycle. Tough pill to swallow.","2025-04-08","https://www.thegradcafe.com/result/984090","Rejected on 8 Apr","Fall 2025","American","3.89",NULL,NULL,NULL,"PhD"
1970,"Ecole Polytechnique Federale De Lausanne (EPFL), Data Science","From a top 20 university in Latin America and one of the top 5 in Brazil.","2025-04-08","https://www.thegradcafe.com/result/984089","Rejected on 8 Apr","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
1971,"Northwestern University, Statistics","Ignore status. Has anyone heard back from their MS program? I emailed them two weeks ago and their reply was ""reviewing in process"". Just wondering if they have sent out their first round of offers so that I can finalize my selection of offers.","2025-04-08","https://www.thegradcafe.com/result/984088","Wait listed on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
1972,"University of Pennsylvania, Electrical and System","NA","2025-04-08","https://www.thegradcafe.com/result/984087","Accepted on 27 Mar","Fall 2025","International","3.84",NULL,NULL,NULL,"Masters"
1973,"Ecole Polytechnique Federale De Lausanne (EPFL), Materials","NA","2025-04-08","https://www.thegradcafe.com/result/984086","Accepted on 8 Apr","Fall 2025","International","3.84",NULL,NULL,NULL,"Masters"
1974,"Georgia Institute of Technology, Materials sc","NA","2025-04-08","https://www.thegradcafe.com/result/984085","Accepted on 14 Mar","Fall 2025","International","3.84",NULL,NULL,NULL,"Masters"
1975,"Ecole Polytechnique Federale De Lausanne (EPFL), Life Sciences","2 year lab internship, no-named Uni, high GPA","2025-04-08","https://www.thegradcafe.com/result/984084","Rejected on 8 Apr","Fall 2025","International","3.89",NULL,NULL,NULL,"Masters"
1976,"Ecole Polytechnique Federale De Lausanne (EPFL), Financial Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984083","Rejected on 8 Apr","Fall 2025","International","3.82",NULL,NULL,NULL,"Masters"
1977,"Ecole Polytechnique Federale De Lausanne (EPFL), Data Science","From a tier 2 college in India. No work experience. Just 2 internships.","2025-04-08","https://www.thegradcafe.com/result/984082","Rejected on 8 Apr","Fall 2025","International","3.93","167","153","4","Masters"
1978,"Ecole Polytechnique Federale De Lausanne (EPFL), Electrical and Electronics Engineering","Non-EU European university with many previously accepted applicants. 1 industry experience in Germany, 1 research experience without a publication. Employed for 9 months at the time of applying. Several non-academic extra-curriculars.","2025-04-08","https://www.thegradcafe.com/result/984081","Accepted on 8 Apr","Fall 2025","International","3.82",NULL,NULL,NULL,"Masters"
1979,"Ecole Polytechnique Federale De Lausanne (EPFL), Cybersecurity","NA","2025-04-08","https://www.thegradcafe.com/result/984080","Rejected on 8 Apr","Fall 2025","International","3.57",NULL,NULL,NULL,"Masters"
1980,"Ecole Polytechnique Federale De Lausanne (EPFL), Electrical Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984079","Rejected on 8 Apr","Fall 2025","International","3.6",NULL,NULL,NULL,"Masters"
1981,"Ecole Polytechnique Federale De Lausanne (EPFL), Data Science","NA","2025-04-08","https://www.thegradcafe.com/result/984078","Rejected on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
1982,"Ecole Polytechnique Federale De Lausanne (EPFL), Data Science","Gpa 28.9/30, 1 year of Research experience post bachelor","2025-04-08","https://www.thegradcafe.com/result/984077","Rejected on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
1983,"Ecole Polytechnique Federale De Lausanne (EPFL), Electrical Engineering","No GRE, TOEFL 104/120,","2025-04-08","https://www.thegradcafe.com/result/984076","Accepted on 8 Apr","Fall 2025","International","3.95",NULL,NULL,NULL,"Masters"
1984,"Ecole Polytechnique Federale De Lausanne (EPFL), Robotics","NA","2025-04-08","https://www.thegradcafe.com/result/984075","Accepted on 8 Apr","Fall 2025","International","3.96",NULL,NULL,NULL,"Masters"
1985,"ETH Zurich, Applied Mathematics","Two strong LoR and several internships. Did not take many courses on applied math during undergrad.","2025-04-08","https://www.thegradcafe.com/result/984074","Rejected on 3 Mar","Fall 2025","International","3.56",NULL,NULL,NULL,"Masters"
1986,"University of Miami, Physics","NA","2025-04-08","https://www.thegradcafe.com/result/984073","Rejected on 8 Apr","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
1987,"Ecole Polytechnique Federale De Lausanne (EPFL), Applied Mathematics","From Spain, two degrees, several internships, two strong LoR and another one decent.","2025-04-08","https://www.thegradcafe.com/result/984072","Accepted on 8 Apr","Fall 2025","International","3.56",NULL,NULL,NULL,"Masters"
1988,"alberta, Msc. Public health","NA","2025-04-08","https://www.thegradcafe.com/result/984071","Accepted on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"Masters"
1989,"University of California (UCLA), Economics","Ignore the status. Does not hearing anything at this point from the school mean IR?","2025-04-08","https://www.thegradcafe.com/result/984070","Wait listed on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1990,"University of California, Berkeley, Italian Studies","NA","2025-04-08","https://www.thegradcafe.com/result/984069","Rejected on 8 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1991,"City University of New York, Economics","No email. Just portal. I knew because I was not invited to the interview.","2025-04-08","https://www.thegradcafe.com/result/984067","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1992,"Ohio State University, Mechanical Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984066","Rejected on 7 Apr","Fall 2025","International","3.3",NULL,NULL,NULL,"PhD"
1993,"Temple University, Media and Communication","I’ve been admitted to the program, but I didn’t receive the first-round funding announced in April. At this point, I’m not sure whether there will be additional funding opportunities until after April 15. Hoping for some good news to come!","2025-04-08","https://www.thegradcafe.com/result/984065","Accepted on 21 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1994,"NYU Steinhardt, Music Technology","I emailed the admission office around 10th in March because I didn't hear anything back after my interview. They informed me that I was put on the waitlist, and no more offer would be sent only if they heard from those who got the first round of admissions. For those who are not planning to accept this offer, please decline. It means a lot to me. I've been so desperate in the past a few months.","2025-04-08","https://www.thegradcafe.com/result/984064","Wait listed on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1995,"New York University, Music Technology","I emailed the admission office around 10th in March because I didn't hear anything back after my interview. They informed me that I was put on the waitlist, and no more offer would be sent only if they heard from those who got the first round of admissions. For those who are not planning to accept this offer, please decline ????","2025-04-08","https://www.thegradcafe.com/result/984063","Wait listed on 10 Mar","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1996,"Ohio State University - Columbus, Economics","Ignore status. Does anyone happen to have any information about the first-year fellowship funding? I didn't attend the Virtual Open House, so I'm not sure what's been shared","2025-04-08","https://www.thegradcafe.com/result/984062","Interview on 14 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
1997,"Ohio State University, Physics","Rejection upon inquiry. "" I'm sorry but we are unable to admit you into our PhD program at this time. While your application was strong, our admissions capacity is limited by funding and we could only make offers to a fraction of the qualified students. I'm sorry for the slow response; the uncertainty in acceptance rates has slowed down our decision making. ""","2025-04-08","https://www.thegradcafe.com/result/984061","Rejected on 6 Apr","Fall 2025","International","3.8",NULL,NULL,NULL,"PhD"
1998,"Florida State University (FSU), Computer Science","No GRE No Interview. UIUC MCS GPA 3.7","2025-04-08","https://www.thegradcafe.com/result/984060","Accepted on 8 Apr","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
1999,"Ohio State University, Sociology","No interview. No communication. Got two rejections on same day. Finally got offer from my top choice.","2025-04-08","https://www.thegradcafe.com/result/984059","Rejected on 18 Mar","Fall 2025","American","4",NULL,NULL,NULL,"PhD"
2000,"Ohio State University, Mechanical And Aerospace Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984058","Rejected on 7 Apr","Fall 2025","International","3.52",NULL,NULL,NULL,"PhD"
2001,"University of Southern California, Civil Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984057","Accepted on 7 Apr","Fall 2025","American","3.2",NULL,NULL,NULL,"Other"
2002,"University of Waterloo, Combinatorics and Optimization","NA","2025-04-08","https://www.thegradcafe.com/result/984056","Rejected on 7 Apr","Fall 2025","International","3.9",NULL,NULL,NULL,"Masters"
2003,"Ohio State University, Mechanical Engineering","NA","2025-04-08","https://www.thegradcafe.com/result/984055","Rejected on 7 Apr","Fall 2025","International","3.38",NULL,NULL,NULL,"Masters"
2004,"Simon Fraser University, Communications","No reason provided. Generic email, not even individually addressed.","2025-04-08","https://www.thegradcafe.com/result/984054","Rejected on 7 Apr","Fall 2025","International","3.67",NULL,NULL,NULL,"Masters"
2005,"Old Dominion University, Public Administration","NA","2025-04-07","https://www.thegradcafe.com/result/984053","Accepted on 3 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2006,"University of Louisiana at Lafayette, Creative Writing Fiction","Got offered a spot at UL Lafayette with funding. Feels really late in the season & I already accepted an offer somewhere else so I turned it down. Funding is 2,000$ per month for nine months, so $18,000 per year. Teaching load is 2/2.","2025-04-07","https://www.thegradcafe.com/result/984052","Accepted on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2007,"Cornell University, Horticulture","NA","2025-04-07","https://www.thegradcafe.com/result/984051","Accepted on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2008,"Massachusetts Institute of Technology (MIT), Chemistry","NA","2025-04-07","https://www.thegradcafe.com/result/984050","Rejected on 29 Jan","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2009,"Harvard University, Materials Science And Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984049","Rejected on 7 Jan","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2010,"State University of New York at Plattsburgh, Speech Language Pathology","Interviewed a week before","2025-04-07","https://www.thegradcafe.com/result/984048","Accepted on 14 Feb","Fall 2025","American","3.1",NULL,NULL,NULL,"Masters"
2011,"University of California, Berkeley, Chemistry","NA","2025-04-07","https://www.thegradcafe.com/result/984047","Rejected on 28 Jan","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2012,"Ohio State University, Mechanical And Aerospace Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984046","Rejected on 7 Apr","Fall 2025","International","3.6",NULL,NULL,NULL,"PhD"
2013,"University of Pittsburgh, Economics","Has anyone else still not heard back yet? The listed virtual meetings are already over, and at the same time, the graduate administrator says they don’t know my status. Is this an implicit rejection?","2025-04-07","https://www.thegradcafe.com/result/984045","Interview on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2014,"The University of Texas at Austin, Electrical And Computer Engineering","GRE was not considered at UT so shouldn't matter. Rejected for ACSES track via email after a long wait. 1 year research, but no publications or internships. 3 very strong LORs.","2025-04-07","https://www.thegradcafe.com/result/984044","Rejected on 7 Apr","Fall 2025","American","4","332","162","4","Masters"
2015,"Boston College, Mathematics","Please please decline if you have dominating offers, this is my dream program, perfectly aligned with my interests!","2025-04-07","https://www.thegradcafe.com/result/984043","Wait listed on 17 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2016,"Carnegie Mellon University, Electrical And Computer Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984042","Rejected on 7 Apr","Fall 2025","International","3.75",NULL,NULL,NULL,"Masters"
2017,"The University of Texas at Austin, Electrical And Computer Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984041","Rejected on 7 Apr","Fall 2025","International","3.75",NULL,NULL,NULL,"Masters"
2018,"University of Miami, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/984040","Rejected on 7 Apr","Fall 2025","International","3.29",NULL,NULL,NULL,"PhD"
2019,"University of Minnesota, Computer Science","NA","2025-04-07","https://www.thegradcafe.com/result/984039","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2020,"University of Connecticut, Geography","Ignore the status. Has anyone received any notification regarding their application? I haven’t gotten any updates from the universities' sites. Please drop a comment.","2025-04-07","https://www.thegradcafe.com/result/984038","Wait listed on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2021,"New York University, Physics","No GRE. 4.0 GPA in M.S. in Engineering Physics. No publications.","2025-04-07","https://www.thegradcafe.com/result/984037","Rejected on 7 Apr","Fall 2025","American","3.72",NULL,NULL,NULL,"PhD"
2022,"University of Toronto, Biostatistics","Emailed the department for a result since I have a deadline for another offer coming up, and later received the notification on my portal.","2025-04-07","https://www.thegradcafe.com/result/984036","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2023,"University of Virginia, Economics","Please please decline if you have dominating offers, this is my dream program, perfectly aligned with my interests and experience!","2025-04-07","https://www.thegradcafe.com/result/984035","Wait listed on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2024,"University of Toronto, Cinema Studies","NA","2025-04-07","https://www.thegradcafe.com/result/984034","Rejected on 20 Feb","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2025,"University of British Columbia, Asian Studies","NA","2025-04-07","https://www.thegradcafe.com/result/984033","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2026,"University of Illinois Chicago(UIC), Russian and Eastern European Studies","NA","2025-04-07","https://www.thegradcafe.com/result/984032","Interview on 3 Apr","Fall 2025","American","3.94",NULL,NULL,NULL,"Masters"
2027,"California Polytechnic State University, San Luis Obispo, English","NA","2025-04-07","https://www.thegradcafe.com/result/984031","Accepted on 7 Apr","Fall 2025","American","3.82",NULL,NULL,NULL,"Masters"
2028,"New York University, Ethnomusicology","NA","2025-04-07","https://www.thegradcafe.com/result/984029","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2029,"University of Michigan - Dearborn, Industrial And Systems Engineering","See below notification from grad school:

We appreciate your application to the Industrial & Systems Engineering (PhD) graduate program for Fall 2025.

Your submitted application and supplementary materials have been carefully considered by your program's admission committee. Based on the review, we are unable to admit you to the University of Michigan-Dearborn. This decision was made based on a holistic review process and within the context of the program's current applicant pool. Therefore, we cannot point to a specific reason why you were not offered admission. 

We encourage you to continue your personal development through other higher education opportunities and wish you the best in your future professional endeavors. 

My stats: MSc gpa: 4.0/4.0. Under grad GPA: 3.46/4.0. Papers -3. Research experience-3. Industrial Exp- 10+. 
3a/2r/0w/3p. 1st cycle.","2025-04-07","https://www.thegradcafe.com/result/984028","Rejected on 1 Apr","Fall 2025","International","3.46",NULL,NULL,NULL,"PhD"
2030,"Mercer University, Clinical Mental Health Counseling","NA","2025-04-07","https://www.thegradcafe.com/result/984027","Accepted on 24 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"Masters"
2031,"Johns Hopkins University, Computer Science","NA","2025-04-07","https://www.thegradcafe.com/result/984026","Rejected on 7 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"Masters"
2032,"City University of New York, Philosophy","NA","2025-04-07","https://www.thegradcafe.com/result/984025","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2033,"Carnegie Mellon University, Mechanical Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984024","Rejected on 1 Apr","Fall 2025","International","3.14",NULL,NULL,NULL,"Masters"
2034,"Columbia University, Social Work","NA","2025-04-07","https://www.thegradcafe.com/result/984023","Accepted on 3 Apr","Fall 2025","American","3.66",NULL,NULL,NULL,"Masters"
2035,"East Tennessee State University, Audiology","Removed from WL","2025-04-07","https://www.thegradcafe.com/result/984022","Accepted on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Other"
2036,"Carnegie Mellon University, Electrical And Computer Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984021","Rejected on 7 Apr","Fall 2025","International","4",NULL,NULL,NULL,"Masters"
2037,"University of Florida, Audiology","NA","2025-04-07","https://www.thegradcafe.com/result/984020","Wait listed on 12 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"Other"
2038,"Texas State University, Biological Anthropology","NA","2025-04-07","https://www.thegradcafe.com/result/984019","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2039,"University of California (UCSB), Electrical And Computer Engineering","Master of Science (MS) in Electrical & Computer Engineering (ECE) with emphasis in Computer Engineering (COMPENGR)","2025-04-07","https://www.thegradcafe.com/result/984018","Accepted on 7 Apr","Fall 2025","International","3.8","326","158","4.5","Masters"
2040,"Williams College, Art History","NA","2025-04-07","https://www.thegradcafe.com/result/984017","Accepted on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2041,"York University, MES Planning","GPA is last 2 years. checked the portal and saw admission, applied April 1, no email yet","2025-04-07","https://www.thegradcafe.com/result/984016","Accepted on 7 Apr","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
2042,"New York University, Psychology","NA","2025-04-07","https://www.thegradcafe.com/result/984015","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2043,"George Mason University, Clinical Psychology","NA","2025-04-07","https://www.thegradcafe.com/result/984014","Rejected on 6 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2044,"University of Nevada, Las Vegas, Radiochemistry","application submitted Feb 15th, generous stipend.","2025-04-07","https://www.thegradcafe.com/result/984013","Accepted on 3 Apr","Fall 2025","American","3.6",NULL,NULL,NULL,"PhD"
2045,"Texas State University, Biological Anthropology","NA","2025-04-07","https://www.thegradcafe.com/result/984012","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2046,"University of Southern California, Biomedical Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/984011","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"Masters"
2047,"University of Washington, Chemistry","materials","2025-04-07","https://www.thegradcafe.com/result/984010","Rejected on 10 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2048,"Northeastern University, Chemical Engineering","Offered into masters program haha No","2025-04-07","https://www.thegradcafe.com/result/984009","Rejected on 25 Mar","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2049,"University of Colorado Denver/Anschutz Medical Campus, Integrative Physiology","NA","2025-04-07","https://www.thegradcafe.com/result/984008","Rejected on 10 Mar","Fall 2025","American","3.86",NULL,NULL,NULL,"PhD"
2050,"University of Illinois Urbana-Champaign, Molecular & Integrative Physiology","NA","2025-04-07","https://www.thegradcafe.com/result/984007","Accepted on 14 Apr","Fall 2025","American","3.86",NULL,NULL,NULL,"PhD"
2051,"University of Toronto, Adult education and comunity development","NA","2025-04-07","https://www.thegradcafe.com/result/984006","Rejected on 7 Apr","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
2052,"University of Nebraska Medical Center, Biostatistics","can't wait to see the cornfields","2025-04-07","https://www.thegradcafe.com/result/984005","Accepted on 28 Mar","Fall 2025","American","3.91",NULL,NULL,NULL,"PhD"
2053,"University of toronto, Language and Literacies education","NA","2025-04-07","https://www.thegradcafe.com/result/984004","Rejected on 5 Mar","Fall 2025","International","3.9",NULL,NULL,NULL,"PhD"
2054,"New York University, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/984003","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2055,"Montana State University, Computer Science","Offered admission to the master's program","2025-04-07","https://www.thegradcafe.com/result/984002","Rejected on 7 Apr","Fall 2025","American","3.61",NULL,NULL,NULL,"PhD"
2056,"University of Southern California, Clinical Psychology","NA","2025-04-07","https://www.thegradcafe.com/result/984001","Rejected on 5 Apr","Fall 2025","American","3.7",NULL,NULL,NULL,"PhD"
2057,"Louisiana Tech University, NanoScience","No Funding!!...Sigh!","2025-04-07","https://www.thegradcafe.com/result/984000","Accepted on 7 Apr","Fall 2025","International","3.6",NULL,NULL,NULL,"PhD"
2058,"Northwestern University, Computer Science","I was rejected for PhD but will be considered for MS with notice expected by the end of July","2025-04-07","https://www.thegradcafe.com/result/983999","Rejected on 21 Mar","Fall 2025","International","3.83",NULL,NULL,NULL,"PhD"
2059,"Wake Forest University, Biology","NA","2025-04-07","https://www.thegradcafe.com/result/983998","Wait listed on 6 Apr","Fall 2025","American","3.5",NULL,NULL,NULL,"Masters"
2060,"New York University, Philosophy","[Ignore Status] I hope you all are taking care of yourselves during this stressful week leading up to April 15th. Friendly reminder for those holding multiple offers to decline as soon as you can, for the sake of those of us waiting on waitlists. Good luck to everyone.","2025-04-07","https://www.thegradcafe.com/result/983997","Interview on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2061,"Columbia University, Statistics","NA","2025-04-07","https://www.thegradcafe.com/result/983996","Accepted on 7 Apr","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
2062,"University of Notre Dame, Creative Writing Fiction","NA","2025-04-07","https://www.thegradcafe.com/result/983995","Rejected on 4 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
2063,"University of North Carolina at Charlotte, Infrastructural and environmental systems","NA","2025-04-07","https://www.thegradcafe.com/result/983994","Rejected on 7 Apr","Fall 2025","International","2.82","306","148","3.5","PhD"
2064,"Purdue University, Computer and Information Technology","NA","2025-04-07","https://www.thegradcafe.com/result/983993","Rejected on 7 Apr","Fall 2025","International","3.82",NULL,NULL,NULL,"Masters"
2065,"City College of New York, Chemical Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/983992","Rejected on 7 Apr","Fall 2025","International","2.82","306","148","3.5","PhD"
2066,"Purdue, Computer and I","NA","2025-04-07","https://www.thegradcafe.com/result/983991","Rejected on 7 Apr","Fall 2025","International","3.82",NULL,NULL,NULL,"Masters"
2067,"CUNY Hunter College, Playwriting","NA","2025-04-07","https://www.thegradcafe.com/result/983990","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"MFA"
2068,"Washington University in St. Louis (WashU/WUSTL), Chemistry","Got an email to check portal and rejected","2025-04-07","https://www.thegradcafe.com/result/983989","Rejected on 7 Apr","Fall 2025","International","3.02",NULL,NULL,NULL,"PhD"
2069,"Cornell University, Computer Science","Rejected after being waitlisted on 2/21.","2025-04-07","https://www.thegradcafe.com/result/983988","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2070,"City University of New York, Philosophy","2a/3w/14r/0p","2025-04-07","https://www.thegradcafe.com/result/983987","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2071,"Ohio State University - Columbus, Mathematics","I am still on the waitlist of my last hope, OSU. I wish everyone the best if they receive a better offer so that they can give up their spot to someone who is looking forward to it????","2025-04-07","https://www.thegradcafe.com/result/983986","Wait listed on 22 Feb","Fall 2025","International","3.7",NULL,NULL,NULL,"PhD"
2072,"University of Michigan - Ann Arbor, Computer Science","rejected via email","2025-04-07","https://www.thegradcafe.com/result/983985","Rejected on 7 Apr","Fall 2025","American","4",NULL,NULL,NULL,"Masters"
2073,"UC Davis, Applied Mathematics","I emailed requesting a status update and was told that all offers have been made.","2025-04-07","https://www.thegradcafe.com/result/983984","Rejected on 7 Apr","Fall 2025","American","3.77",NULL,NULL,NULL,"PhD"
2074,"University of Minnesota, Astrophysics","IGNORE WAITLIST- has anyone heard from UMN astrophysics?? I haven't seen any posts on here, acceptance or otherwise.","2025-04-07","https://www.thegradcafe.com/result/983983","Wait listed on 7 Apr","Fall 2024","American",NULL,NULL,NULL,NULL,"PhD"
2075,"Drexel University, Physics","Assuming rejected from PhD, email offer for MS but no funding so unlikely that I will accept","2025-04-07","https://www.thegradcafe.com/result/983982","Rejected on 7 Apr","Fall 2025","American","3.82",NULL,NULL,NULL,"PhD"
2076,"New York University, Physics","Not a single acceptance so far, only 2 left","2025-04-07","https://www.thegradcafe.com/result/983981","Rejected on 7 Apr","Fall 2025","American","3.82",NULL,NULL,NULL,"PhD"
2077,"KU Leuven, Mechanical Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/983980","Accepted on 7 Apr","Fall 2025","International","3.46","162","160","4","Masters"
2078,"University of John Hopkins, Computer Science","NA","2025-04-07","https://www.thegradcafe.com/result/983979","Rejected on 7 Apr","Fall 2025","American","3.56",NULL,NULL,NULL,"Masters"
2079,"New York University, Physics","hep-th","2025-04-07","https://www.thegradcafe.com/result/983978","Rejected on 7 Apr","Fall 2025","International","3.81",NULL,NULL,NULL,"PhD"
2080,"New York University, Physics","hep-ex","2025-04-07","https://www.thegradcafe.com/result/983977","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2081,"New York University, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/983976","Rejected on 7 Apr","Fall 2025","American",NULL,NULL,NULL,NULL,"PhD"
2082,"New York University, Physics","cosmo-theory, generic rejection, email to check portal, zero acceptances in the second cycle...","2025-04-07","https://www.thegradcafe.com/result/983975","Rejected on 7 Apr","Fall 2025","International","3.5",NULL,NULL,NULL,"PhD"
2083,"New York University, Physics","NA","2025-04-07","https://www.thegradcafe.com/result/983974","Rejected on 7 Apr","Fall 2025","International",NULL,NULL,NULL,NULL,"PhD"
2084,"Rutgers University, Mathematics","Sent an email asking for an update. Told me that I was rejected and that they only update rejections after April 15th.","2025-04-07","https://www.thegradcafe.com/result/983973","Rejected on 7 Apr","Fall 2025","International","3.5",NULL,NULL,NULL,"PhD"
2085,"University of North Carolina at Chapel Hill, Economics","NA","2025-04-07","https://www.thegradcafe.com/result/983972","Rejected on 7 Apr","Fall 2025","International","3.8","325",NULL,NULL,"PhD"
2086,"CUNY City College, Biomedical Engineering","NA","2025-04-07","https://www.thegradcafe.com/result/983971","Rejected on 7 Apr","Fall 2025","International","3.43","322","157","4","PhD"
2087,"University of Toronto, Library And Information Science","NA","2025-04-07","https://www.thegradcafe.com/result/983970","Accepted on 19 Mar","Fall 2025","International","3.7",NULL,NULL,NULL,"Masters"
